OBJECTID,Owner,Path,Source,Type,HIFLD_ID,Name,Max_Voltage,ZIP_CODE,STATE,COUNTY,CITY,Lon,Lat
1065,SCE,,CEC,SUBSTATION,301212,Garnet,115,92240,CA,Riverside County,Palm Springs,-116.5435333,33.90148334
1066,SCE,,CEC,SUBSTATION,301979,Glen Avon,66,92509,CA,Riverside County,Jurupa Valley,-117.4574435,34.00502923
1067,SCE,,CEC,SUBSTATION,307283,Indian Wells,,92211,CA,Riverside County,Indian Wells,-116.3466514,33.72946522
1068,SCE,,CEC,SUBSTATION,301276,Ivyglen,115,92883,CA,Riverside County,Unincorporated,-117.477333,33.76026398
1069,SCE,,CEC,SUBSTATION,306856,Jefferson,66,92882,CA,Riverside County,Corona,-117.5883042,33.85775076
1070,SCE,,CEC,SUBSTATION,306318,Kem,66,92239,CA,Riverside County,Unincorporated,-115.4886971,33.86116105
1071,SCE,,CEC,SUBSTATION,307278,Maraschino,115,92223,CA,Riverside County,Beaumont,-116.9874583,33.92601393
1072,SCE,,CEC,SUBSTATION,302328,Maxwell,115,92557,CA,Riverside County,Moreno Valley,-117.2433136,33.94716607
1073,SCE,,CEC,SUBSTATION,303994,Mayberry,115,92544,CA,Riverside County,Unincorporated,-116.9200361,33.73638889
1074,SCE,,CEC,SUBSTATION,304250,Mirage,230,92276,CA,Riverside County,Unincorporated,-116.3701104,33.81850232
1075,SCE,,CEC,SUBSTATION,308303,Moraga,115,92592,CA,Riverside County,Temecula,-117.1404167,33.503775
1076,SCE,,CEC,SUBSTATION,308412,Moreno,115,92555,CA,Riverside County,Moreno Valley,-117.1725056,33.94704447
1077,SCE,,CEC,SUBSTATION,308568,Nelson,115,92543,CA,Riverside County,Hemet,-116.9883194,33.7723639
1078,SCE,,CEC,SUBSTATION,304417,Newcomb,115,92586,CA,Riverside County,Menifee,-117.2070889,33.68738331
1079,SCE,,CEC,SUBSTATION,310194,Pauba,115,92592,CA,Riverside County,Unincorporated,-117.0435584,33.54372221
1080,SCE,,CEC,SUBSTATION,302190,Pedley,66,92505,CA,Riverside County,Norco,-117.52272,33.95892401
1081,SCE,,CEC,SUBSTATION,307008,Santa Rosa,115,92270,CA,Riverside County,Rancho Mirage,-116.3920917,33.74781668
1082,SCE,,CEC,SUBSTATION,308797,Skylark,115,92595,CA,Riverside County,Wildomar,-117.2920056,33.63091389
1083,SCE,,CEC,SUBSTATION,305578,Stadler,115,92562,CA,Riverside County,Murrieta,-117.2032139,33.55781389
1084,SCE,,CEC,SUBSTATION,306278,Stetson,115,92545,CA,Riverside County,Hemet,-117.0073389,33.73355277
1085,SCE,,CEC,SUBSTATION,307152,Tamarisk,115,92234,CA,Riverside County,Cathedral City,-116.4499445,33.791975
1086,SCE,,CEC,SUBSTATION,305880,Tanker,115,92518,CA,Riverside County,Unincorporated,-117.2597778,33.90877226
1087,SCE,,CEC,SUBSTATION,301850,Thornhill,115,92264,CA,Riverside County,Palm Springs,-116.5320444,33.81365833
1088,SCE,,CEC,SUBSTATION,308877,Valley,500,92585,CA,Riverside County,Menifee,-117.1561138,33.73999442
1089,SCE,,CEC,SUBSTATION,308450,Yucaipa,66,92399,CA,San Bernardino County,Yucaipa,-117.0513646,34.01056535
1090,SCE,,CEC,SUBSTATION,304554,Blythe-Bucks,,92225,CA,Riverside County,Blythe,-114.6845939,33.61612528
1091,SMUD,,CEC,SUBSTATION,303682,Alder Creek,60,95742,CA,Sacramento County,Unincorporated,-121.156246,38.63011999
1092,Other,,CEC,SUBSTATION,303935,Nimbus,115,95742,CA,Sacramento County,Unincorporated,-121.2119995,38.60551183
1093,Other,,CEC,SUBSTATION,303492,Mather,60,95670,CA,Sacramento County,Rancho Cordova,-121.297968,38.57360799
1094,PG&E,,CEC,SUBSTATION,304301,Brighton,115,95826,CA,Sacramento County,Sacramento,-121.4077435,38.54814198
1095,PG&E,,CEC,SUBSTATION,300336,Gold Hill,230,95630,CA,Sacramento County,Folsom,-121.1367573,38.65748759
1096,PG&E,,CEC,SUBSTATION,307509,Grand Island,115,95690,CA,Sacramento County,Unincorporated,-121.5904152,38.23156044
1097,Other,,CEC,SUBSTATION,308745,New Hope,60,95690,CA,San Joaquin County,Unincorporated,-121.4739245,38.22554469
1098,SMUD,,CEC,SUBSTATION,305633,14th & 52nd,60,95820,CA,Sacramento County,Sacramento,-121.4454023,38.53924448
1099,SMUD,,CEC,SUBSTATION,306437,24th & Gardendale,60,95822,CA,Sacramento County,Sacramento,-121.479797,38.49108101
1100,SMUD,,CEC,SUBSTATION,307694,34th & E,60,95660,CA,Sacramento County,Unincorporated,-121.387198,38.67826602
1101,SMUD,,CEC,SUBSTATION,306587,43Rd & S. Land,60,95822,CA,Sacramento County,Sacramento,-121.5156782,38.51711557
1102,SMUD,,CEC,SUBSTATION,309583,88th-Fruitridge,60,95828,CA,Sacramento County,Sacramento,-121.380017,38.5204268
1103,SMUD,,CEC,SUBSTATION,309366,Airco,60,95828,CA,Sacramento County,Sacramento,-121.3780685,38.5179733
1104,SMUD,,CEC,SUBSTATION,304826,Almond-Elm,60,95662,CA,Sacramento County,Unincorporated,-121.2390442,38.69352934
1105,SMUD,,CEC,SUBSTATION,309533,Amador-Power Inn,115,95826,CA,Sacramento County,Sacramento,-121.4098695,38.53704547
1106,SMUD,,CEC,SUBSTATION,309353,American River-Aggregate,60,95742,CA,Sacramento County,Unincorporated,-121.18649,38.58291901
1107,SMUD,,CEC,SUBSTATION,305024,Arcade-Rio Linda,60,95815,CA,Sacramento County,Sacramento,-121.447074,38.624824
1108,SMUD,,CEC,SUBSTATION,308297,Arden-Point West,60,95815,CA,Sacramento County,Sacramento,-121.434024,38.60232501
1109,SMUD,,CEC,SUBSTATION,304213,Arden-Watt,60,95864,CA,Sacramento County,Unincorporated,-121.365199,38.594444
1110,SMUD,,CEC,SUBSTATION,310503,Army Depot,60,95828,CA,Sacramento County,Sacramento,-121.398444,38.5102617
1111,SMUD,,CEC,SUBSTATION,310260,Ashton-American River Dr.,60,95864,CA,Sacramento County,Unincorporated,-121.364083,38.57744199
1112,SMUD,,CEC,SUBSTATION,300221,Auburn Van Muren,60,95621,CA,Sacramento County,Citrus Heights,-121.308101,38.68817202
1113,SMUD,,CEC,SUBSTATION,307487,Battlewood-Thistlewood,60,95608,CA,Sacramento County,Unincorporated,-121.341395,38.59154329
1114,SMUD,,CEC,SUBSTATION,308400,Beech-Greenback,60,95662,CA,Sacramento County,Unincorporated,-121.2314119,38.67975895
1115,SMUD,,CEC,SUBSTATION,309919,Bell Cottage,,95825,CA,Sacramento County,Unincorporated,-121.4102429,38.60133847
1116,SMUD,,CEC,SUBSTATION,301503,Bell-Winters,60,95838,CA,Sacramento County,Sacramento,-121.4109118,38.64698997
1117,SMUD,,CEC,SUBSTATION,307005,Big Horn-Meadowspring,60,95758,CA,Sacramento County,Elk Grove,-121.4360252,38.43537527
1118,SMUD,,CEC,SUBSTATION,303078,Black Eagle-Chrystal Brook,60,95843,CA,Sacramento County,Unincorporated,-121.382919,38.723503
1119,SMUD,,CEC,SUBSTATION,301089,Blue Ravine-School,60,95630,CA,Sacramento County,Folsom,-121.1501439,38.67233617
1120,SMUD,,CEC,SUBSTATION,307301,Bond-Elk Grove Florin,60,95624,CA,Sacramento County,Elk Grove,-121.3699284,38.42279888
1121,SMUD,,CEC,SUBSTATION,300101,Butano-Cottage,,95825,CA,Sacramento County,Unincorporated,-121.3859924,38.60480134
1122,SMUD,,CEC,,,Campbell Soup,115,95824,CA,Sacramento County,Unincorporated,-121.4715277,38.51175859
1123,SMUD,,CEC,SUBSTATION,301662,Campus Commons,60,95819,CA,Sacramento County,Sacramento,-121.423867,38.55422102
1124,SMUD,,CEC,SUBSTATION,300848,Cargo-Northgate,60,95834,CA,Sacramento County,Sacramento,-121.475853,38.64185799
1125,SMUD,,CEC,SUBSTATION,302331,Carmichael,230,95608,CA,Sacramento County,Unincorporated,-121.3290908,38.64364468
1126,SMUD,,CEC,SUBSTATION,303638,Sacramento Regional WWTP,60,95758,CA,Sacramento County,Unincorporated,-121.4599082,38.44821846
1127,SMUD,,CEC,SUBSTATION,300635,Citrus-Coloma,60,95670,CA,Sacramento County,Rancho Cordova,-121.266584,38.61783999
1128,SMUD,,CEC,SUBSTATION,307563,Clay Station-Twin Cities,60,95638,CA,Sacramento County,Unincorporated,-121.1689614,38.33526975
1129,SMUD,,CEC,SUBSTATION,302134,Colony-Woods,60,95693,CA,Sacramento County,Unincorporated,-121.2424311,38.35419211
1130,SMUD,,CEC,SUBSTATION,300079,Cordova-Folsom,,95670,CA,Sacramento County,Rancho Cordova,-121.2858688,38.60377356
1131,SMUD,,CEC,SUBSTATION,300132,Cordova-Park,,95670,CA,Sacramento County,Rancho Cordova,-121.306598,38.604954
1132,SMUD,,CEC,SUBSTATION,306113,Country Club 2,,95821,CA,Sacramento County,Unincorporated,-121.380501,38.61621199
1133,SMUD,,CEC,SUBSTATION,306189,Country Club 3,,95864,CA,Sacramento County,Unincorporated,-121.378409,38.60873702
1134,SMUD,,CEC,SUBSTATION,301520,Crystal Creamery,,95826,CA,Sacramento County,Sacramento,-121.39904,38.534974
1135,SMUD,,CEC,SUBSTATION,304465,Cypress-Manzanita,,95608,CA,Sacramento County,Unincorporated,-121.3288841,38.63943371
1136,SMUD,,CEC,SUBSTATION,310498,Daly-Roseville,,95842,CA,Sacramento County,Unincorporated,-121.3265439,38.70364063
1137,SMUD,,CEC,SUBSTATION,304080,Delano,60,95626,CA,Sacramento County,Unincorporated,-121.462789,38.71018302
1138,SMUD,,CEC,SUBSTATION,307753,Dewey-Winding,60,95628,CA,Sacramento County,Unincorporated,-121.307877,38.650085
1139,SMUD,,CEC,SUBSTATION,301805,Dillard-Orange,60,95693,CA,Sacramento County,Unincorporated,-121.188405,38.44275499
1140,SMUD,,CEC,SUBSTATION,304890,Dillard-Wilton,60,95693,CA,Sacramento County,Unincorporated,-121.256965,38.40192239
1141,SMUD,,CEC,SUBSTATION,303061,Disk Data,,95670,CA,Sacramento County,Rancho Cordova,-121.2815662,38.5861647
1142,SMUD,,CEC,SUBSTATION,310098,Dixeanne-Evergreen,,95815,CA,Sacramento County,Sacramento,-121.4443619,38.60902208
1143,SMUD,,CEC,,,Don Julio-Elkhorn,230,95842,CA,Sacramento County,Unincorporated,-121.346564,38.693465
1144,SMUD,,CEC,SUBSTATION,309891,Don Julio-Lorac Vista,230,95843,CA,Sacramento County,Unincorporated,-121.346586,38.71456703
1145,SMUD,,CEC,SUBSTATION,301053,E. Natoma-Blue Ravine,115,95630,CA,Sacramento County,Folsom,-121.1256376,38.68980524
1146,SMUD,,CEC,SUBSTATION,310094,East City,115,95817,CA,Sacramento County,Sacramento,-121.4306192,38.55375189
1147,SMUD,,CEC,SUBSTATION,304593,Eastern-El Camino,,95864,CA,Sacramento County,Unincorporated,-121.3640415,38.60679914
1148,SMUD,,CEC,SUBSTATION,307270,Eastern-Marconi,,95821,CA,Sacramento County,Unincorporated,-121.364095,38.61845199
1149,SMUD,,CEC,SUBSTATION,310006,Edison-Ball,,95821,CA,Sacramento County,Unincorporated,-121.398989,38.62760401
1150,SMUD,,CEC,SUBSTATION,301250,El Camino,,95821,CA,Sacramento County,Unincorporated,-121.4038767,38.61083132
1151,SMUD,,CEC,SUBSTATION,307187,El Monte,60,95815,CA,Sacramento County,Sacramento,-121.456265,38.608322
1152,SMUD,,CEC,SUBSTATION,301182,Electronic Data Systems,60,95670,CA,Sacramento County,Rancho Cordova,-121.2722866,38.59117153
1153,SMUD,,CEC,SUBSTATION,310349,Elk Grove Florin-Gerber,60,95829,CA,Sacramento County,Unincorporated,-121.371486,38.478179
1154,SMUD,,CEC,SUBSTATION,300863,Elk Grove,230,95624,CA,Sacramento County,Elk Grove,-121.3530337,38.37272386
1155,SMUD,,CEC,SUBSTATION,302913,Elk Grove-Colton,60,95624,CA,Sacramento County,Elk Grove,-121.376029,38.40862902
1156,SMUD,,CEC,SUBSTATION,308768,Elm,60,95662,CA,Sacramento County,Unincorporated,-121.2072862,38.69300512
1157,WAPA,,CEC,SUBSTATION,304459,Elverta,230,95626,CA,Sacramento County,Unincorporated,-121.4784989,38.71385901
1158,SMUD,,CEC,SUBSTATION,307803,Elverta-Powerline,60,95837,CA,Sacramento County,Unincorporated,-121.5761911,38.71419362
1159,SMUD,,CEC,SUBSTATION,305758,Elverta-Cherrybrooke,60,95626,CA,Sacramento County,Unincorporated,-121.4200798,38.71405793
1160,SMUD,,CEC,SUBSTATION,304687,Elvyra-Fulton,,95821,CA,Sacramento County,Unincorporated,-121.3997156,38.61265619
1161,SMUD,,CEC,SUBSTATION,306714,Engle-Eastern,,95821,CA,Sacramento County,Unincorporated,-121.3631699,38.63144972
1162,SMUD,,CEC,SUBSTATION,303346,Eschinger-Bruceville,60,95757,CA,Sacramento County,Unincorporated,-121.4084589,38.35017428
1163,SMUD,,CEC,SUBSTATION,308645,Evergreen-Royal Oaks,60,95815,CA,Sacramento County,Sacramento,-121.447086,38.60566001
1164,SMUD,,CEC,SUBSTATION,308507,Exposition,,95815,CA,Sacramento County,Sacramento,-121.4321974,38.59330343
1165,SMUD,,CEC,SUBSTATION,301498,Filtration Plant,60,95826,CA,Sacramento County,Sacramento,-121.4171834,38.55524523
1166,SMUD,,CEC,SUBSTATION,310307,Folsom Prison,60,95630,CA,Sacramento County,Folsom,-121.1593285,38.69601408
1167,SMUD,,CEC,SUBSTATION,300551,Foothill,230,95842,CA,Sacramento County,Unincorporated,-121.3473313,38.69350783
1168,SMUD,,CEC,SUBSTATION,303413,Franchise Tax,60,95827,CA,Sacramento County,Unincorporated,-121.34405,38.56339
1169,SMUD,,CEC,SUBSTATION,303437,Franklin,60,95757,CA,Sacramento County,Unincorporated,-121.4534339,38.37950219
1170,SMUD,,CEC,SUBSTATION,307351,Franklin-Ehrhardt,60,95823,CA,Sacramento County,Sacramento,-121.4472652,38.4630378
1171,SMUD,,CEC,SUBSTATION,302841,Franklin-Laguna,60,95758,CA,Sacramento County,Elk Grove,-121.4579264,38.43017262
1172,SMUD,,CEC,SUBSTATION,308659,Freehaven-Lake Park,60,95831,CA,Sacramento County,Sacramento,-121.517396,38.50327002
1173,SMUD,,CEC,SUBSTATION,304945,Frienza Albatross,,95815,CA,Sacramento County,Sacramento,-121.422175,38.61272302
1174,SMUD,,CEC,SUBSTATION,309914,Fruitridge & 44Th,60,95824,CA,Sacramento County,Unincorporated,-121.4562977,38.52432614
1175,SMUD,,CEC,SUBSTATION,307562,Fruitridge & 64Th,60,95820,CA,Sacramento County,Sacramento,-121.428628,38.525576
1176,SMUD,,CEC,SUBSTATION,306956,Fruitridge & S. Land Park,60,95822,CA,Sacramento County,Sacramento,-121.513505,38.52289999
1177,SMUD,,CEC,SUBSTATION,310024,Fruitridge & 28th,60,95824,CA,Sacramento County,Sacramento,-121.4767157,38.5245276
1178,SMUD,,CEC,SUBSTATION,300913,Galt,60,95632,CA,Sacramento County,Galt,-121.3018379,38.25459168
1179,SMUD,,CEC,SUBSTATION,303055,Gilman-Cornelia,60,95660,CA,Sacramento County,Unincorporated,-121.364168,38.67721299
1180,SMUD,,CEC,SUBSTATION,308772,Gloria-Florin,,95831,CA,Sacramento County,Sacramento,-121.539389,38.50348601
1181,SMUD,,CEC,SUBSTATION,309318,Goethe-Mayhew,60,95827,CA,Sacramento County,Unincorporated,-121.345313,38.55499099
1182,SMUD,,CEC,SUBSTATION,306198,Granite,60,95827,CA,Sacramento County,Unincorporated,-121.332252,38.54377998
1183,SMUD,,CEC,SUBSTATION,308358,Grantline-Siefker,60,95624,CA,Sacramento County,Elk Grove,-121.297585,38.43394431
1184,SMUD,,CEC,SUBSTATION,301530,Greenback-Fairoaks,60,95610,CA,Sacramento County,Citrus Heights,-121.2633096,38.67909104
1185,SMUD,,CEC,SUBSTATION,307238,Haggin,60,95660,CA,Sacramento County,Unincorporated,-121.383646,38.657677
1186,SMUD,,CEC,SUBSTATION,302980,Happy Lane,60,95827,CA,Sacramento County,Unincorporated,-121.322051,38.555329
1187,SMUD,,CEC,SUBSTATION,301992,Havenside-Canal,,95831,CA,Sacramento County,Sacramento,-121.535149,38.49399301
1188,SMUD,,CEC,SUBSTATION,303593,Hazel-Timm,60,95628,CA,Sacramento County,Unincorporated,-121.225759,38.65047402
1189,SMUD,,CEC,SUBSTATION,306165,Hedge,230,95829,CA,Sacramento County,Unincorporated,-121.3553658,38.5082482
1190,SMUD,,CEC,SUBSTATION,306898,Herald-Twin Cities,60,95638,CA,Sacramento County,Unincorporated,-121.2454065,38.29464944
1191,SMUD,,CEC,SUBSTATION,306984,Herzog,60,95615,CA,Sacramento County,Unincorporated,-121.5175743,38.29952145
1192,SMUD,,CEC,SUBSTATION,301439,Hood,,95757,CA,Sacramento County,Unincorporated,-121.5103977,38.36795136
1193,SMUD,,CEC,SUBSTATION,300293,Hunt-Wesson,230,95826,CA,Sacramento County,Sacramento,-121.3974341,38.53282983
1194,SMUD,,CEC,SUBSTATION,304404,Hurley,230,95825,CA,Sacramento County,Unincorporated,-121.4181929,38.58731452
1195,SMUD,,CEC,SUBSTATION,306639,Imran Woods-Whyte,60,95621,CA,Sacramento County,Citrus Heights,-121.308793,38.722573
1196,SMUD,,CEC,SUBSTATION,307214,Intel,60,95630,CA,Sacramento County,Folsom,-121.160789,38.64303501
1197,SMUD,,CEC,SUBSTATION,310436,Jackson-Sunrise,60,95830,CA,Sacramento County,Unincorporated,-121.2436877,38.5066606
1198,SMUD,,CEC,SUBSTATION,305863,Jamestown-Middleberry,,95815,CA,Sacramento County,Sacramento,-121.423904,38.60129168
1199,SMUD,,CEC,SUBSTATION,306371,Kalamazoo-San Juan,,95610,CA,Sacramento County,Citrus Heights,-121.290864,38.66540149
1200,SMUD,,CEC,SUBSTATION,302819,Kathleen Academy,,95815,CA,Sacramento County,Sacramento,-121.426218,38.62235601
1201,SMUD,,CEC,SUBSTATION,305677,Kathywood Bamboo,60,95628,CA,Sacramento County,Unincorporated,-121.259935,38.65262999
1202,SMUD,,CEC,SUBSTATION,304034,Keifer-Jackson,60,95683,CA,Sacramento County,Unincorporated,-121.156883,38.496223
1203,SMUD,,CEC,SUBSTATION,307387,Kenneth-Garfield,,95608,CA,Sacramento County,Unincorporated,-121.336147,38.61341999
1204,SMUD,,CEC,SUBSTATION,306346,Keyes-Fibre,60,95828,CA,Sacramento County,Unincorporated,-121.3915248,38.48077985
1205,SMUD,,CEC,SUBSTATION,307773,Lake Forest-Bennington,60,95826,CA,Sacramento County,Sacramento,-121.391103,38.55391702
1206,SMUD,,CEC,SUBSTATION,306805,Lake,230,95630,CA,Sacramento County,Folsom,-121.1324171,38.65712772
1207,SMUD,,CEC,SUBSTATION,300902,Lambert,60,95757,CA,Sacramento County,Unincorporated,-121.445282,38.32372022
1208,SMUD,,CEC,SUBSTATION,304367,Leidesdorff-Coloma,60,95630,CA,Sacramento County,Folsom,-121.1714546,38.6823983
1209,SMUD,,CEC,SUBSTATION,307598,Lodi Iron Works,60,95632,CA,Sacramento County,Galt,-121.309889,38.26589605
1210,SMUD,,CEC,SUBSTATION,300692,Lone Pine Jackson,60,95683,CA,Sacramento County,Unincorporated,-121.101957,38.494742
1211,SMUD,,CEC,,,Los Robles-Marysville,60,95838,CA,Sacramento County,Sacramento,-121.4319995,38.6307372
1212,SMUD,,CEC,SUBSTATION,301677,Mack-Tangerine,,95823,CA,Sacramento County,Sacramento,-121.442723,38.47544016
1213,SMUD,,CEC,SUBSTATION,301207,Madison-Kenneth,60,95628,CA,Sacramento County,Unincorporated,-121.241578,38.663934
1214,SMUD,,CEC,SUBSTATION,300755,Manlove-Folsom,60,95826,CA,Sacramento County,Unincorporated,-121.3738507,38.55434672
1215,SMUD,,CEC,SUBSTATION,301494,Mayhew-Jackson,60,95827,CA,Sacramento County,Unincorporated,-121.3446297,38.53501886
1216,SMUD,,CEC,SUBSTATION,309134,Mcclellan-Adc,60,95652,CA,Sacramento County,Unincorporated,-121.3923717,38.67844574
1217,SMUD,,CEC,SUBSTATION,309794,Mcclellan-Haggin,60,95652,CA,Sacramento County,Unincorporated,-121.384761,38.65827499
1218,SMUD,,CEC,SUBSTATION,308541,Meadowview-Freeport,60,95831,CA,Sacramento County,Sacramento,-121.5059655,38.48167205
1219,SMUD,,CEC,SUBSTATION,302979,Meadowview-Mack,,95823,CA,Sacramento County,Sacramento,-121.466524,38.48299298
1220,SMUD,,CEC,SUBSTATION,306005,Mid City,115,95816,CA,Sacramento County,Sacramento,-121.4645509,38.56339257
1221,SMUD,,CEC,SUBSTATION,301651,Morgan Hills-Sonoma Hills,60,95828,CA,Sacramento County,Unincorporated,-121.383925,38.460453
1222,SMUD,,CEC,SUBSTATION,303239,Myrtle-Date,60,95841,CA,Sacramento County,Unincorporated,-121.3572721,38.65454126
1223,SMUD,,CEC,SUBSTATION,310249,North City,230,95816,CA,Sacramento County,Sacramento,-121.4742755,38.58812502
1224,SMUD,,CEC,SUBSTATION,306381,Natomas,230,95834,CA,Sacramento County,Unincorporated,-121.4863139,38.65038572
1225,SMUD,,CEC,SUBSTATION,300942,Northrup,60,95825,CA,Sacramento County,Unincorporated,-121.402206,38.58118102
1226,SMUD,,CEC,SUBSTATION,305754,Omni-Hackberry,60,95841,CA,Sacramento County,Unincorporated,-121.3361466,38.65600647
1227,SMUD,,CEC,SUBSTATION,309188,Orange Grove-Watt,60,95660,CA,Sacramento County,Unincorporated,-121.385328,38.645953
1228,SMUD,,CEC,SUBSTATION,309378,Orangevale,230,95610,CA,Sacramento County,Citrus Heights,-121.266373,38.684985
1229,SMUD,,CEC,SUBSTATION,301308,Palm-Hackberry,60,95841,CA,Sacramento County,Unincorporated,-121.3324973,38.66831021
1230,SMUD,,CEC,SUBSTATION,301177,Parkoaks-Hilltop,60,95608,CA,Sacramento County,Unincorporated,-121.315493,38.6708833
1231,SMUD,,CEC,SUBSTATION,305601,Parkway,60,95823,CA,Sacramento County,Unincorporated,-121.4526031,38.49382328
1232,SMUD,,CEC,,,PG&E Gas Holder,60,95815,CA,Sacramento County,Sacramento,-121.4659406,38.61647671
1233,SMUD,,CEC,SUBSTATION,306902,Pinedale-Rio Linda,60,95838,CA,Sacramento County,Sacramento,-121.450324,38.66000402
1234,SMUD,,CEC,SUBSTATION,300106,Pocket,230,95822,CA,Sacramento County,Sacramento,-121.4700357,38.48964399
1235,SMUD,,CEC,SUBSTATION,304956,Poplar-Antelope,,95621,CA,Sacramento County,Citrus Heights,-121.2994095,38.70549859
1236,SMUD,,CEC,SUBSTATION,304449,Power Inn-Elder Creek,,95828,CA,Sacramento County,Sacramento,-121.4097061,38.50886496
1237,SMUD,,CEC,SUBSTATION,310384,Power Inn-Elsie,60,95828,CA,Sacramento County,Unincorporated,-121.4090741,38.47552604
1238,SMUD,,CEC,SUBSTATION,303046,Powerline-Elkhorn,60,95837,CA,Sacramento County,Unincorporated,-121.5774523,38.68959453
1239,SMUD,,CEC,SUBSTATION,303101,Prairie,60,95742,CA,Sacramento County,Unincorporated,-121.207876,38.62642602
1240,SMUD,,CEC,SUBSTATION,303869,Prairie City-Blue Ravine,60,95630,CA,Sacramento County,Folsom,-121.168275,38.65551299
1241,SMUD,,CEC,SUBSTATION,301029,Procter & Gamble,60,95826,CA,Sacramento County,Sacramento,-121.4014035,38.52910927
1242,SMUD,,CEC,SUBSTATION,308680,Q & Watt,60,95660,CA,Sacramento County,Unincorporated,-121.384057,38.69715799
1243,SMUD,,CEC,SUBSTATION,307281,Reese-Florin,60,95828,CA,Sacramento County,Unincorporated,-121.3973087,38.49512942
1244,SMUD,,CEC,SUBSTATION,307021,Requa Fawn,60,95823,CA,Sacramento County,Unincorporated,-121.4309711,38.49403387
1245,SMUD,,CEC,SUBSTATION,304430,Rio Linda,60,95673,CA,Sacramento County,Unincorporated,-121.4564702,38.69036602
1246,SMUD,,CEC,SUBSTATION,303582,Robertson-Fairoaks,,95608,CA,Sacramento County,Unincorporated,-121.329314,38.62105302
1247,SMUD,,CEC,SUBSTATION,303530,Routier,60,95827,CA,Sacramento County,Rancho Cordova,-121.327273,38.57741899
1248,SMUD,,CEC,SUBSTATION,307787,Royal-Yorkshire,60,95815,CA,Sacramento County,Sacramento,-121.427436,38.60577299
1249,SMUD,,CEC,SUBSTATION,302106,S. Land Park & 35Th Ave.,60,95822,CA,Sacramento County,Sacramento,-121.5136062,38.52106626
1250,SMUD,,CEC,SUBSTATION,301008,S. Lexington-Duxbury,,95630,CA,Sacramento County,Folsom,-121.1321368,38.66579466
1251,SMUD,,CEC,SUBSTATION,308870,Carson Ice,60,95758,CA,Sacramento County,Unincorporated,-121.4603661,38.44850889
1252,SMUD,,CEC,SUBSTATION,305579,Safeway Stores,60,95826,CA,Sacramento County,Sacramento,-121.398755,38.53000321
1253,SMUD,,CEC,SUBSTATION,308880,San Simeon-Stefano,60,95610,CA,Sacramento County,Citrus Heights,-121.28114,38.68203052
1254,SMUD,,CEC,SUBSTATION,302014,Seasons-Bruceville,60,95758,CA,Sacramento County,Elk Grove,-121.418343,38.41917101
1255,SMUD,,CEC,SUBSTATION,308582,Shiloh-Shenandoah,60,95841,CA,Sacramento County,Unincorporated,-121.3369695,38.67963516
1256,SMUD,,CEC,SUBSTATION,310510,South City,,95824,CA,Sacramento County,Unincorporated,-121.475064,38.51108701
1257,SMUD,,CEC,SUBSTATION,301853,Station A,230,95814,CA,Sacramento County,Sacramento,-121.497204,38.58410201
1258,SMUD,,CEC,SUBSTATION,309959,Station B,230,95811,CA,Sacramento County,Sacramento,-121.48302,38.57189702
1259,SMUD,,CEC,SUBSTATION,300360,Station D,230,95811,CA,Sacramento County,Sacramento,-121.5005099,38.57201028
1260,SMUD,,CEC,SUBSTATION,300966,Stockton Wyndham,60,95823,CA,Sacramento County,Sacramento,-121.4196496,38.47019573
1261,SMUD,,CEC,SUBSTATION,306376,Stockton-Sheldon,60,95758,CA,Sacramento County,Sacramento,-121.4044819,38.4403566
1262,SMUD,,CEC,SUBSTATION,303745,Sunco-Trade Center,,95742,CA,Sacramento County,Rancho Cordova,-121.263944,38.60190602
1263,SMUD,,CEC,,,Sunrise Antelope,60,95610,CA,Sacramento County,Citrus Heights,-121.270772,38.70823427
1264,SMUD,,CEC,SUBSTATION,305102,Sunrise Center,60,95628,CA,Sacramento County,Unincorporated,-121.2491826,38.66460565
1265,SMUD,,CEC,SUBSTATION,304413,Sutter-Marshall,,95670,CA,Sacramento County,Unincorporated,-121.2594872,38.63533012
1266,SMUD,,CEC,SUBSTATION,300822,Sylvan-Antelope,60,95621,CA,Sacramento County,Citrus Heights,-121.2907574,38.69272648
1267,SMUD,,CEC,SUBSTATION,302199,Teichert Aggregates,60,95826,CA,Sacramento County,Unincorporated,-121.3811452,38.54679563
1268,SMUD,,CEC,SUBSTATION,310203,Teledyne,,95742,CA,Sacramento County,Unincorporated,-121.2430345,38.59681517
1269,SMUD,,CEC,SUBSTATION,306879,Tenaya-Northgate,60,95833,CA,Sacramento County,Sacramento,-121.474566,38.623209
1270,SMUD,,CEC,SUBSTATION,305814,Truxel,60,95833,CA,Sacramento County,Sacramento,-121.4982792,38.62012007
1271,SMUD,,CEC,SUBSTATION,300956,Twin Cities,60,95632,CA,Sacramento County,Unincorporated,-121.3145568,38.29124352
1272,SMUD,,CEC,SUBSTATION,301335,Twin Cities-Snodgrass,60,95615,CA,Sacramento County,Unincorporated,-121.5158684,38.27720009
1273,SMUD,,CEC,SUBSTATION,305543,Twin Lakes-Main,,95662,CA,Sacramento County,Unincorporated,-121.2030871,38.66824147
1274,SMUD,,CEC,SUBSTATION,310012,W. El Camino-15,,95833,CA,Sacramento County,Sacramento,-121.5206515,38.61363946
